dataset,variant,n,rank_quota,max_repairs,min_gain,branch_policy,final_support_recall,final_support_complete,rank_support_recall,rank_support_complete,dbec_support_recall,dbec_support_complete,delta_support_recall_vs_rank,delta_support_complete_vs_rank,delta_support_recall_vs_dbec,delta_support_complete_vs_dbec,accepted_repair_count,rank_fill_count,added_gold_count,removed_gold_count,net_gold_delta_vs_rank,harmful_replacement_rate,branch_conflict_reject_count,branch_unknown_count
2Wiki,rq2_mr3_g003_branchoff,122,2,3,0.03,off,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.47540983606557374
2Wiki,rq2_mr3_g003_branchstrict,122,2,3,0.03,strict,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.02459016393442623
2Wiki,rq2_mr3_g005_branchoff,122,2,3,0.05,off,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.47540983606557374
2Wiki,rq2_mr3_g005_branchstrict,122,2,3,0.05,strict,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.02459016393442623
2Wiki,rq2_mr3_g010_branchoff,122,2,3,0.1,off,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.47540983606557374
2Wiki,rq2_mr3_g010_branchstrict,122,2,3,0.1,strict,0.8872950819672131,0.5737704918032787,0.8770491803278688,0.5491803278688525,0.9241803278688525,0.7049180327868853,0.010245901639344262,0.02459016393442623,-0.036885245901639344,-0.13114754098360656,0.4262295081967213,2.0,0.06557377049180328,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.0,0.02459016393442623
HotpotQA,rq1_mr1_g000_branchoff,32,1,1,0.0,off,0.921875,0.84375,0.890625,0.78125,0.90625,0.8125,0.03125,0.0625,0.015625,0.03125,0.78125,3.21875,0.0625,0.0,0.0625,0.0,0.0,1.28125
HotpotQA,rq1_mr1_g000_branchstrict,32,1,1,0.0,strict,0.921875,0.84375,0.890625,0.78125,0.90625,0.8125,0.03125,0.0625,0.015625,0.03125,0.78125,3.21875,0.0625,0.0,0.0625,0.0,0.0,0.125
HotpotQA,rq1_mr1_g003_branchoff,32,1,1,0.03,off,0.921875,0.84375,0.890625,0.78125,0.90625,0.8125,0.03125,0.0625,0.015625,0.03125,0.78125,3.21875,0.0625,0.0,0.0625,0.0,0.0,1.28125
HotpotQA,rq1_mr1_g003_branchstrict,32,1,1,0.03,strict,0.921875,0.84375,0.890625,0.78125,0.90625,0.8125,0.03125,0.0625,0.015625,0.03125,0.78125,3.21875,0.0625,0.0,0.0625,0.0,0.0,0.125
