dataset,variant,baseline,metric,rank_quota,max_repairs,min_gain,branch_policy,n,delta_mean,ci_low,ci_high,p_delta_gt_0,ci_excludes_zero
HotpotQA,rq2_mr3_g000_branchoff,rank_fill5,support_hit_count,2,3,0.0,off,32,0.0625,0.0,0.15625,0.8703,False
HotpotQA,rq2_mr3_g000_branchoff,dbec_selective,support_hit_count,2,3,0.0,off,32,0.03125,0.0,0.09375,0.6408,False
HotpotQA,rq2_mr3_g000_branchstrict,rank_fill5,support_recall,2,3,0.0,strict,32,0.03125,0.0,0.078125,0.8777,False
HotpotQA,rq2_mr3_g000_branchstrict,dbec_selective,support_recall,2,3,0.0,strict,32,0.015625,0.0,0.046875,0.6465,False
HotpotQA,rq2_mr3_g000_branchstrict,rank_fill5,support_complete,2,3,0.0,strict,32,0.0625,0.0,0.15625,0.8743,False
HotpotQA,rq2_mr3_g000_branchstrict,dbec_selective,support_complete,2,3,0.0,strict,32,0.03125,0.0,0.09375,0.6389,False
HotpotQA,rq2_mr3_g000_branchstrict,rank_fill5,support_hit_count,2,3,0.0,strict,32,0.0625,0.0,0.15625,0.8717,False
HotpotQA,rq2_mr3_g000_branchstrict,dbec_selective,support_hit_count,2,3,0.0,strict,32,0.03125,0.0,0.09375,0.6438,False
HotpotQA,rq2_mr3_g003_branchoff,rank_fill5,support_recall,2,3,0.03,off,32,0.03125,0.0,0.078125,0.8757,False
HotpotQA,rq2_mr3_g003_branchoff,dbec_selective,support_recall,2,3,0.03,off,32,0.015625,0.0,0.046875,0.6448,False
HotpotQA,rq2_mr3_g003_branchoff,rank_fill5,support_complete,2,3,0.03,off,32,0.0625,0.0,0.15625,0.8766,False
HotpotQA,rq2_mr3_g003_branchoff,dbec_selective,support_complete,2,3,0.03,off,32,0.03125,0.0,0.09375,0.6393,False
HotpotQA,rq2_mr3_g003_branchoff,rank_fill5,support_hit_count,2,3,0.03,off,32,0.0625,0.0,0.15625,0.8748,False
HotpotQA,rq2_mr3_g003_branchoff,dbec_selective,support_hit_count,2,3,0.03,off,32,0.03125,0.0,0.09375,0.6296,False
HotpotQA,rq2_mr3_g003_branchstrict,rank_fill5,support_recall,2,3,0.03,strict,32,0.03125,0.0,0.078125,0.871,False
HotpotQA,rq2_mr3_g003_branchstrict,dbec_selective,support_recall,2,3,0.03,strict,32,0.015625,0.0,0.046875,0.631,False
HotpotQA,rq2_mr3_g003_branchstrict,rank_fill5,support_complete,2,3,0.03,strict,32,0.0625,0.0,0.15625,0.8755,False
HotpotQA,rq2_mr3_g003_branchstrict,dbec_selective,support_complete,2,3,0.03,strict,32,0.03125,0.0,0.09375,0.643,False
HotpotQA,rq2_mr3_g003_branchstrict,rank_fill5,support_hit_count,2,3,0.03,strict,32,0.0625,0.0,0.15625,0.8728,False
HotpotQA,rq2_mr3_g003_branchstrict,dbec_selective,support_hit_count,2,3,0.03,strict,32,0.03125,0.0,0.09375,0.6302,False
HotpotQA,rq2_mr3_g005_branchoff,rank_fill5,support_recall,2,3,0.05,off,32,0.03125,0.0,0.078125,0.8743,False
HotpotQA,rq2_mr3_g005_branchoff,dbec_selective,support_recall,2,3,0.05,off,32,0.015625,0.0,0.046875,0.6415,False
HotpotQA,rq2_mr3_g005_branchoff,rank_fill5,support_complete,2,3,0.05,off,32,0.0625,0.0,0.15625,0.8743,False
HotpotQA,rq2_mr3_g005_branchoff,dbec_selective,support_complete,2,3,0.05,off,32,0.03125,0.0,0.09375,0.6434,False
HotpotQA,rq2_mr3_g005_branchoff,rank_fill5,support_hit_count,2,3,0.05,off,32,0.0625,0.0,0.15625,0.8782,False
HotpotQA,rq2_mr3_g005_branchoff,dbec_selective,support_hit_count,2,3,0.05,off,32,0.03125,0.0,0.09375,0.6397,False
HotpotQA,rq2_mr3_g005_branchstrict,rank_fill5,support_recall,2,3,0.05,strict,32,0.03125,0.0,0.078125,0.8715,False
HotpotQA,rq2_mr3_g005_branchstrict,dbec_selective,support_recall,2,3,0.05,strict,32,0.015625,0.0,0.046875,0.6329,False
HotpotQA,rq2_mr3_g005_branchstrict,rank_fill5,support_complete,2,3,0.05,strict,32,0.0625,0.0,0.15625,0.8737,False
HotpotQA,rq2_mr3_g005_branchstrict,dbec_selective,support_complete,2,3,0.05,strict,32,0.03125,0.0,0.09375,0.6422,False
HotpotQA,rq2_mr3_g005_branchstrict,rank_fill5,support_hit_count,2,3,0.05,strict,32,0.0625,0.0,0.15625,0.8727,False
HotpotQA,rq2_mr3_g005_branchstrict,dbec_selective,support_hit_count,2,3,0.05,strict,32,0.03125,0.0,0.09375,0.6362,False
HotpotQA,rq2_mr3_g010_branchoff,rank_fill5,support_recall,2,3,0.1,off,32,0.03125,0.0,0.078125,0.8665,False
HotpotQA,rq2_mr3_g010_branchoff,dbec_selective,support_recall,2,3,0.1,off,32,0.015625,0.0,0.046875,0.636,False
HotpotQA,rq2_mr3_g010_branchoff,rank_fill5,support_complete,2,3,0.1,off,32,0.0625,0.0,0.15625,0.8723,False
HotpotQA,rq2_mr3_g010_branchoff,dbec_selective,support_complete,2,3,0.1,off,32,0.03125,0.0,0.09375,0.6325,False
HotpotQA,rq2_mr3_g010_branchoff,rank_fill5,support_hit_count,2,3,0.1,off,32,0.0625,0.0,0.15625,0.8737,False
HotpotQA,rq2_mr3_g010_branchoff,dbec_selective,support_hit_count,2,3,0.1,off,32,0.03125,0.0,0.09375,0.6381,False
HotpotQA,rq2_mr3_g010_branchstrict,rank_fill5,support_recall,2,3,0.1,strict,32,0.03125,0.0,0.078125,0.8734,False
HotpotQA,rq2_mr3_g010_branchstrict,dbec_selective,support_recall,2,3,0.1,strict,32,0.015625,0.0,0.046875,0.6359,False
HotpotQA,rq2_mr3_g010_branchstrict,rank_fill5,support_complete,2,3,0.1,strict,32,0.0625,0.0,0.15625,0.8668,False
HotpotQA,rq2_mr3_g010_branchstrict,dbec_selective,support_complete,2,3,0.1,strict,32,0.03125,0.0,0.09375,0.6423,False
HotpotQA,rq2_mr3_g010_branchstrict,rank_fill5,support_hit_count,2,3,0.1,strict,32,0.0625,0.0,0.15625,0.8813,False
HotpotQA,rq2_mr3_g010_branchstrict,dbec_selective,support_hit_count,2,3,0.1,strict,32,0.03125,0.0,0.09375,0.6356,False
MuSiQue,rq1_mr1_g000_branchoff,rank_fill5,support_recall,1,1,0.0,off,106,0.0047169811320754715,-0.012578616352201259,0.02122641509433962,0.6931,False
MuSiQue,rq1_mr1_g000_branchoff,dbec_selective,support_recall,1,1,0.0,off,106,0.02358490566037736,-0.00157232704402516,0.050314465408805034,0.961,False
MuSiQue,rq1_mr1_g000_branchoff,rank_fill5,support_complete,1,1,0.0,off,106,-0.009433962264150943,-0.03773584905660377,0.018867924528301886,0.1784,False
MuSiQue,rq1_mr1_g000_branchoff,dbec_selective,support_complete,1,1,0.0,off,106,0.0,-0.04716981132075472,0.05660377358490566,0.4284,False
MuSiQue,rq1_mr1_g000_branchoff,rank_fill5,support_hit_count,1,1,0.0,off,106,0.018867924528301886,-0.03773584905660377,0.07547169811320754,0.6945,False
MuSiQue,rq1_mr1_g000_branchoff,dbec_selective,support_hit_count,1,1,0.0,off,106,0.08490566037735849,-0.009433962264150943,0.1792452830188679,0.96,False
MuSiQue,rq1_mr1_g000_branchstrict,rank_fill5,support_recall,1,1,0.0,strict,106,0.0047169811320754715,-0.01179245283018868,0.0220125786163522,0.6948,False
MuSiQue,rq1_mr1_g000_branchstrict,dbec_selective,support_recall,1,1,0.0,strict,106,0.02358490566037736,-0.001572327044025158,0.049528301886792456,0.9645,False
MuSiQue,rq1_mr1_g000_branchstrict,rank_fill5,support_complete,1,1,0.0,strict,106,-0.009433962264150943,-0.04716981132075472,0.018867924528301886,0.1864,False
MuSiQue,rq1_mr1_g000_branchstrict,dbec_selective,support_complete,1,1,0.0,strict,106,0.0,-0.05660377358490566,0.05660377358490566,0.4249,False
MuSiQue,rq1_mr1_g000_branchstrict,rank_fill5,support_hit_count,1,1,0.0,strict,106,0.018867924528301886,-0.03773584905660377,0.07547169811320754,0.6841,False
MuSiQue,rq1_mr1_g000_branchstrict,dbec_selective,support_hit_count,1,1,0.0,strict,106,0.08490566037735849,-0.009433962264150943,0.1792452830188679,0.96,False
MuSiQue,rq1_mr1_g003_branchoff,rank_fill5,support_recall,1,1,0.03,off,106,0.0047169811320754715,-0.01179245283018868,0.02122641509433962,0.6878,False
MuSiQue,rq1_mr1_g003_branchoff,dbec_selective,support_recall,1,1,0.03,off,106,0.02358490566037736,-0.002358490566037736,0.050314465408805034,0.9621,False
MuSiQue,rq1_mr1_g003_branchoff,rank_fill5,support_complete,1,1,0.03,off,106,-0.009433962264150943,-0.03773584905660377,0.018867924528301886,0.1888,False
MuSiQue,rq1_mr1_g003_branchoff,dbec_selective,support_complete,1,1,0.03,off,106,0.0,-0.05660377358490566,0.05660377358490566,0.4258,False
MuSiQue,rq1_mr1_g003_branchoff,rank_fill5,support_hit_count,1,1,0.03,off,106,0.018867924528301886,-0.03773584905660377,0.07547169811320754,0.6816,False
MuSiQue,rq1_mr1_g003_branchoff,dbec_selective,support_hit_count,1,1,0.03,off,106,0.08490566037735849,0.0,0.1792452830188679,0.9632,False
MuSiQue,rq1_mr1_g003_branchstrict,rank_fill5,support_recall,1,1,0.03,strict,106,0.0047169811320754715,-0.01179245283018868,0.02122641509433962,0.6949,False
MuSiQue,rq1_mr1_g003_branchstrict,dbec_selective,support_recall,1,1,0.03,strict,106,0.02358490566037736,-0.001572327044025159,0.05188679245283018,0.9627,False
MuSiQue,rq1_mr1_g003_branchstrict,rank_fill5,support_complete,1,1,0.03,strict,106,-0.009433962264150943,-0.04716981132075472,0.018867924528301886,0.1858,False
MuSiQue,rq1_mr1_g003_branchstrict,dbec_selective,support_complete,1,1,0.03,strict,106,0.0,-0.05660377358490566,0.04716981132075472,0.4289,False
MuSiQue,rq1_mr1_g003_branchstrict,rank_fill5,support_hit_count,1,1,0.03,strict,106,0.018867924528301886,-0.03773584905660377,0.07547169811320754,0.6869,False
MuSiQue,rq1_mr1_g003_branchstrict,dbec_selective,support_hit_count,1,1,0.03,strict,106,0.08490566037735849,0.0,0.1792452830188679,0.964,False
MuSiQue,rq1_mr1_g005_branchoff,rank_fill5,support_recall,1,1,0.05,off,106,0.0047169811320754715,-0.01179245283018868,0.02122641509433962,0.6957,False
MuSiQue,rq1_mr1_g005_branchoff,dbec_selective,support_recall,1,1,0.05,off,106,0.02358490566037736,-0.001572327044025159,0.051100628930817606,0.9635,False
MuSiQue,rq1_mr1_g005_branchoff,rank_fill5,support_complete,1,1,0.05,off,106,-0.009433962264150943,-0.04716981132075472,0.018867924528301886,0.1855,False
MuSiQue,rq1_mr1_g005_branchoff,dbec_selective,support_complete,1,1,0.05,off,106,0.0,-0.05660377358490566,0.05660377358490566,0.427,False
MuSiQue,rq1_mr1_g005_branchoff,rank_fill5,support_hit_count,1,1,0.05,off,106,0.018867924528301886,-0.03773584905660377,0.07547169811320754,0.6878,False
MuSiQue,rq1_mr1_g005_branchoff,dbec_selective,support_hit_count,1,1,0.05,off,106,0.08490566037735849,0.0,0.1792452830188679,0.9661,False
MuSiQue,rq1_mr1_g005_branchstrict,rank_fill5,support_recall,1,1,0.05,strict,106,0.0047169811320754715,-0.011792452830188682,0.02122641509433962,0.693,False
MuSiQue,rq1_mr1_g005_branchstrict,dbec_selective,support_recall,1,1,0.05,strict,106,0.02358490566037736,-0.0023584905660377358,0.051100628930817606,0.9607,False
MuSiQue,rq1_mr1_g005_branchstrict,rank_fill5,support_complete,1,1,0.05,strict,106,-0.009433962264150943,-0.04716981132075472,0.018867924528301886,0.1835,False
MuSiQue,rq1_mr1_g005_branchstrict,dbec_selective,support_complete,1,1,0.05,strict,106,0.0,-0.05660377358490566,0.05660377358490566,0.4239,False
MuSiQue,rq1_mr1_g005_branchstrict,rank_fill5,support_hit_count,1,1,0.05,strict,106,0.018867924528301886,-0.03773584905660377,0.07547169811320754,0.6881,False
MuSiQue,rq1_mr1_g005_branchstrict,dbec_selective,support_hit_count,1,1,0.05,strict,106,0.08490566037735849,0.0,0.1792452830188679,0.961,False
MuSiQue,rq1_mr1_g010_branchoff,rank_fill5,support_recall,1,1,0.1,off,106,0.0047169811320754715,-0.011792452830188682,0.0220125786163522,0.6863,False
MuSiQue,rq1_mr1_g010_branchoff,dbec_selective,support_recall,1,1,0.1,off,106,0.02358490566037736,-0.00157232704402516,0.050314465408805034,0.9623,False
MuSiQue,rq1_mr1_g010_branchoff,rank_fill5,support_complete,1,1,0.1,off,106,-0.009433962264150943,-0.03773584905660377,0.018867924528301886,0.1883,False
MuSiQue,rq1_mr1_g010_branchoff,dbec_selective,support_complete,1,1,0.1,off,106,0.0,-0.04716981132075472,0.04740566037735506,0.4283,False
MuSiQue,rq1_mr1_g010_branchoff,rank_fill5,support_hit_count,1,1,0.1,off,106,0.018867924528301886,-0.03773584905660377,0.07547169811320754,0.682,False
MuSiQue,rq1_mr1_g010_branchoff,dbec_selective,support_hit_count,1,1,0.1,off,106,0.08490566037735849,-0.00023584905660355908,0.1792452830188679,0.9608,False
MuSiQue,rq1_mr1_g010_branchstrict,rank_fill5,support_recall,1,1,0.1,strict,106,0.0047169811320754715,-0.01179245283018868,0.0220125786163522,0.6891,False
MuSiQue,rq1_mr1_g010_branchstrict,dbec_selective,support_recall,1,1,0.1,strict,106,0.02358490566037736,-0.0023584905660377353,0.050314465408805034,0.9641,False
MuSiQue,rq1_mr1_g010_branchstrict,rank_fill5,support_complete,1,1,0.1,strict,106,-0.009433962264150943,-0.04716981132075472,0.018867924528301886,0.185,False
MuSiQue,rq1_mr1_g010_branchstrict,dbec_selective,support_complete,1,1,0.1,strict,106,0.0,-0.05660377358490566,0.04716981132075472,0.4231,False
MuSiQue,rq1_mr1_g010_branchstrict,rank_fill5,support_hit_count,1,1,0.1,strict,106,0.018867924528301886,-0.03773584905660377,0.07547169811320754,0.6865,False
MuSiQue,rq1_mr1_g010_branchstrict,dbec_selective,support_hit_count,1,1,0.1,strict,106,0.08490566037735849,0.0,0.1792452830188679,0.9614,False
MuSiQue,rq1_mr2_g000_branchoff,rank_fill5,support_recall,1,2,0.0,off,106,0.002358490566037736,-0.017295597484276733,0.0220125786163522,0.5896,False
MuSiQue,rq1_mr2_g000_branchoff,dbec_selective,support_recall,1,2,0.0,off,106,0.02122641509433962,-0.002358490566037739,0.04716981132075472,0.9558,False
MuSiQue,rq1_mr2_g000_branchoff,rank_fill5,support_complete,1,2,0.0,off,106,-0.018867924528301886,-0.05660377358490566,0.018867924528301886,0.0918,False
MuSiQue,rq1_mr2_g000_branchoff,dbec_selective,support_complete,1,2,0.0,off,106,-0.009433962264150943,-0.05660377358490566,0.03773584905660377,0.2776,False
MuSiQue,rq1_mr2_g000_branchoff,rank_fill5,support_hit_count,1,2,0.0,off,106,0.009433962264150943,-0.05660377358490566,0.07547169811320754,0.5541,False
MuSiQue,rq1_mr2_g000_branchoff,dbec_selective,support_hit_count,1,2,0.0,off,106,0.07547169811320754,-0.009433962264150943,0.16981132075471697,0.9497,False
MuSiQue,rq1_mr2_g000_branchstrict,rank_fill5,support_recall,1,2,0.0,strict,106,0.002358490566037736,-0.017295597484276733,0.02122641509433962,0.5871,False
MuSiQue,rq1_mr2_g000_branchstrict,dbec_selective,support_recall,1,2,0.0,strict,106,0.02122641509433962,-0.002358490566037737,0.04638364779874214,0.959,False
MuSiQue,rq1_mr2_g000_branchstrict,rank_fill5,support_complete,1,2,0.0,strict,106,-0.018867924528301886,-0.05660377358490566,0.018867924528301886,0.093,False
MuSiQue,rq1_mr2_g000_branchstrict,dbec_selective,support_complete,1,2,0.0,strict,106,-0.009433962264150943,-0.05660377358490566,0.03773584905660377,0.2841,False
MuSiQue,rq1_mr2_g000_branchstrict,rank_fill5,support_hit_count,1,2,0.0,strict,106,0.009433962264150943,-0.05660377358490566,0.07547169811320754,0.5482,False
MuSiQue,rq1_mr2_g000_branchstrict,dbec_selective,support_hit_count,1,2,0.0,strict,106,0.07547169811320754,-0.009433962264150943,0.16037735849056603,0.9515,False
MuSiQue,rq1_mr2_g003_branchoff,rank_fill5,support_recall,1,2,0.03,off,106,0.002358490566037736,-0.017295597484276733,0.0220125786163522,0.577,False
MuSiQue,rq1_mr2_g003_branchoff,dbec_selective,support_recall,1,2,0.03,off,106,0.02122641509433962,-0.0023584905660377358,0.04638364779874214,0.9587,False
MuSiQue,rq1_mr2_g003_branchoff,rank_fill5,support_complete,1,2,0.03,off,106,-0.018867924528301886,-0.05660377358490566,0.018867924528301886,0.09,False
MuSiQue,rq1_mr2_g003_branchoff,dbec_selective,support_complete,1,2,0.03,off,106,-0.009433962264150943,-0.05660377358490566,0.03773584905660377,0.2881,False
MuSiQue,rq1_mr2_g003_branchoff,rank_fill5,support_hit_count,1,2,0.03,off,106,0.009433962264150943,-0.05660377358490566,0.07547169811320754,0.5526,False
MuSiQue,rq1_mr2_g003_branchoff,dbec_selective,support_hit_count,1,2,0.03,off,106,0.07547169811320754,-0.009433962264150943,0.16037735849056603,0.9555,False
MuSiQue,rq1_mr2_g003_branchstrict,rank_fill5,support_recall,1,2,0.03,strict,106,0.0047169811320754715,-0.014150943396226415,0.023584905660377353,0.6733,False
MuSiQue,rq1_mr2_g003_branchstrict,dbec_selective,support_recall,1,2,0.03,strict,106,0.02358490566037736,-0.0007861635220125779,0.049528301886792456,0.9708,False
MuSiQue,rq1_mr2_g003_branchstrict,rank_fill5,support_complete,1,2,0.03,strict,106,-0.009433962264150943,-0.04716981132075472,0.018867924528301886,0.1838,False
MuSiQue,rq1_mr2_g003_branchstrict,dbec_selective,support_complete,1,2,0.03,strict,106,0.0,-0.05660377358490566,0.05660377358490566,0.438,False
MuSiQue,rq1_mr2_g003_branchstrict,rank_fill5,support_hit_count,1,2,0.03,strict,106,0.018867924528301886,-0.04716981132075472,0.08490566037735849,0.659,False
MuSiQue,rq1_mr2_g003_branchstrict,dbec_selective,support_hit_count,1,2,0.03,strict,106,0.08490566037735849,0.0,0.16981132075471697,0.9712,False
MuSiQue,rq1_mr2_g005_branchoff,rank_fill5,support_recall,1,2,0.05,off,106,0.002358490566037736,-0.01729559748427673,0.0220125786163522,0.5828,False
MuSiQue,rq1_mr2_g005_branchoff,dbec_selective,support_recall,1,2,0.05,off,106,0.02122641509433962,-0.002358490566037737,0.04716981132075472,0.9582,False
MuSiQue,rq1_mr2_g005_branchoff,rank_fill5,support_complete,1,2,0.05,off,106,-0.018867924528301886,-0.05660377358490566,0.018867924528301886,0.0959,False
MuSiQue,rq1_mr2_g005_branchoff,dbec_selective,support_complete,1,2,0.05,off,106,-0.009433962264150943,-0.05660377358490566,0.03773584905660377,0.2899,False
MuSiQue,rq1_mr2_g005_branchoff,rank_fill5,support_hit_count,1,2,0.05,off,106,0.009433962264150943,-0.05660377358490566,0.07547169811320754,0.5546,False
MuSiQue,rq1_mr2_g005_branchoff,dbec_selective,support_hit_count,1,2,0.05,off,106,0.07547169811320754,-0.009433962264150943,0.16037735849056603,0.949,False
MuSiQue,rq1_mr2_g005_branchstrict,rank_fill5,support_recall,1,2,0.05,strict,106,0.0047169811320754715,-0.014150943396226415,0.02358490566037736,0.6836,False
MuSiQue,rq1_mr2_g005_branchstrict,dbec_selective,support_recall,1,2,0.05,strict,106,0.02358490566037736,-1.047380211910525e-18,0.04874213836477987,0.9737,False
MuSiQue,rq1_mr2_g005_branchstrict,rank_fill5,support_complete,1,2,0.05,strict,106,-0.009433962264150943,-0.04716981132075472,0.018867924528301886,0.1844,False
MuSiQue,rq1_mr2_g005_branchstrict,dbec_selective,support_complete,1,2,0.05,strict,106,0.0,-0.04716981132075472,0.05660377358490566,0.4243,False
MuSiQue,rq1_mr2_g005_branchstrict,rank_fill5,support_hit_count,1,2,0.05,strict,106,0.018867924528301886,-0.04716981132075472,0.08490566037735849,0.6613,False
MuSiQue,rq1_mr2_g005_branchstrict,dbec_selective,support_hit_count,1,2,0.05,strict,106,0.08490566037735849,0.0,0.16981132075471697,0.9681,False
MuSiQue,rq1_mr2_g010_branchoff,rank_fill5,support_recall,1,2,0.1,off,106,0.0047169811320754715,-0.014150943396226415,0.02358490566037736,0.6793,False
MuSiQue,rq1_mr2_g010_branchoff,dbec_selective,support_recall,1,2,0.1,off,106,0.02358490566037736,-2.09476042382105e-18,0.04874213836477988,0.9715,False
MuSiQue,rq1_mr2_g010_branchoff,rank_fill5,support_complete,1,2,0.1,off,106,-0.009433962264150943,-0.03773584905660377,0.018867924528301886,0.1853,False
MuSiQue,rq1_mr2_g010_branchoff,dbec_selective,support_complete,1,2,0.1,off,106,0.0,-0.05660377358490566,0.05660377358490566,0.4321,False
MuSiQue,rq1_mr2_g010_branchoff,rank_fill5,support_hit_count,1,2,0.1,off,106,0.018867924528301886,-0.04716981132075472,0.08490566037735849,0.6744,False
MuSiQue,rq1_mr2_g010_branchoff,dbec_selective,support_hit_count,1,2,0.1,off,106,0.08490566037735849,0.0,0.1792452830188679,0.972,False
MuSiQue,rq1_mr2_g010_branchstrict,rank_fill5,support_recall,1,2,0.1,strict,106,0.0047169811320754715,-0.014150943396226415,0.02358490566037736,0.6786,False
MuSiQue,rq1_mr2_g010_branchstrict,dbec_selective,support_recall,1,2,0.1,strict,106,0.02358490566037736,-1.5710703178657876e-18,0.049528301886792456,0.9722,False
MuSiQue,rq1_mr2_g010_branchstrict,rank_fill5,support_complete,1,2,0.1,strict,106,-0.009433962264150943,-0.04716981132075472,0.018867924528301886,0.1829,False
MuSiQue,rq1_mr2_g010_branchstrict,dbec_selective,support_complete,1,2,0.1,strict,106,0.0,-0.05660377358490566,0.04716981132075472,0.4306,False
MuSiQue,rq1_mr2_g010_branchstrict,rank_fill5,support_hit_count,1,2,0.1,strict,106,0.018867924528301886,-0.04716981132075472,0.08490566037735849,0.6675,False
MuSiQue,rq1_mr2_g010_branchstrict,dbec_selective,support_hit_count,1,2,0.1,strict,106,0.08490566037735849,0.0,0.16981132075471697,0.9716,False
MuSiQue,rq1_mr3_g000_branchoff,rank_fill5,support_recall,1,3,0.0,off,106,0.002358490566037736,-0.017295597484276733,0.0220125786163522,0.5816,False
MuSiQue,rq1_mr3_g000_branchoff,dbec_selective,support_recall,1,3,0.0,off,106,0.02122641509433962,-0.0015919811320754564,0.04716981132075472,0.9583,False
MuSiQue,rq1_mr3_g000_branchoff,rank_fill5,support_complete,1,3,0.0,off,106,-0.018867924528301886,-0.05660377358490566,0.018867924528301886,0.0909,False
MuSiQue,rq1_mr3_g000_branchoff,dbec_selective,support_complete,1,3,0.0,off,106,-0.009433962264150943,-0.05660377358490566,0.03773584905660377,0.2819,False
MuSiQue,rq1_mr3_g000_branchoff,rank_fill5,support_hit_count,1,3,0.0,off,106,0.009433962264150943,-0.05660377358490566,0.07547169811320754,0.5586,False
MuSiQue,rq1_mr3_g000_branchoff,dbec_selective,support_hit_count,1,3,0.0,off,106,0.07547169811320754,-0.009433962264150943,0.16037735849056603,0.9512,False
MuSiQue,rq1_mr3_g000_branchstrict,rank_fill5,support_recall,1,3,0.0,strict,106,0.002358490566037736,-0.017295597484276733,0.022012578616352203,0.5819,False
MuSiQue,rq1_mr3_g000_branchstrict,dbec_selective,support_recall,1,3,0.0,strict,106,0.02122641509433962,-0.0023584905660377358,0.045597484276729564,0.9608,False
MuSiQue,rq1_mr3_g000_branchstrict,rank_fill5,support_complete,1,3,0.0,strict,106,-0.018867924528301886,-0.05660377358490566,0.018867924528301886,0.0889,False
MuSiQue,rq1_mr3_g000_branchstrict,dbec_selective,support_complete,1,3,0.0,strict,106,-0.009433962264150943,-0.05660377358490566,0.03773584905660377,0.2851,False
MuSiQue,rq1_mr3_g000_branchstrict,rank_fill5,support_hit_count,1,3,0.0,strict,106,0.009433962264150943,-0.05660377358490566,0.07547169811320754,0.5511,False
MuSiQue,rq1_mr3_g000_branchstrict,dbec_selective,support_hit_count,1,3,0.0,strict,106,0.07547169811320754,-0.009433962264150943,0.16037735849056603,0.956,False
MuSiQue,rq1_mr3_g003_branchoff,rank_fill5,support_recall,1,3,0.03,off,106,0.002358490566037736,-0.017295597484276733,0.0220125786163522,0.5833,False
MuSiQue,rq1_mr3_g003_branchoff,dbec_selective,support_recall,1,3,0.03,off,106,0.02122641509433962,-0.0015723270440251595,0.047169811320754707,0.9591,False
MuSiQue,rq1_mr3_g003_branchoff,rank_fill5,support_complete,1,3,0.03,off,106,-0.018867924528301886,-0.05660377358490566,0.018867924528301886,0.0917,False
MuSiQue,rq1_mr3_g003_branchoff,dbec_selective,support_complete,1,3,0.03,off,106,-0.009433962264150943,-0.05660377358490566,0.03773584905660377,0.2837,False
MuSiQue,rq1_mr3_g003_branchoff,rank_fill5,support_hit_count,1,3,0.03,off,106,0.009433962264150943,-0.05660377358490566,0.07547169811320754,0.5531,False
MuSiQue,rq1_mr3_g003_branchoff,dbec_selective,support_hit_count,1,3,0.03,off,106,0.07547169811320754,-0.009433962264150943,0.16037735849056603,0.9543,False
MuSiQue,rq1_mr3_g003_branchstrict,rank_fill5,support_recall,1,3,0.03,strict,106,0.0047169811320754715,-0.014150943396226417,0.02358490566037736,0.676,False
MuSiQue,rq1_mr3_g003_branchstrict,dbec_selective,support_recall,1,3,0.03,strict,106,0.02358490566037736,-0.000786163522012579,0.04874213836477988,0.9712,False
MuSiQue,rq1_mr3_g003_branchstrict,rank_fill5,support_complete,1,3,0.03,strict,106,-0.009433962264150943,-0.04716981132075472,0.018867924528301886,0.177,False
MuSiQue,rq1_mr3_g003_branchstrict,dbec_selective,support_complete,1,3,0.03,strict,106,0.0,-0.04716981132075472,0.05660377358490566,0.4254,False
MuSiQue,rq1_mr3_g003_branchstrict,rank_fill5,support_hit_count,1,3,0.03,strict,106,0.018867924528301886,-0.04716981132075472,0.08490566037735849,0.661,False
MuSiQue,rq1_mr3_g003_branchstrict,dbec_selective,support_hit_count,1,3,0.03,strict,106,0.08490566037735849,0.0,0.1792452830188679,0.9666,False
MuSiQue,rq1_mr3_g005_branchoff,rank_fill5,support_recall,1,3,0.05,off,106,0.002358490566037736,-0.017295597484276733,0.0220125786163522,0.5847,False
MuSiQue,rq1_mr3_g005_branchoff,dbec_selective,support_recall,1,3,0.05,off,106,0.02122641509433962,-0.002358490566037737,0.04638364779874214,0.9576,False
MuSiQue,rq1_mr3_g005_branchoff,rank_fill5,support_complete,1,3,0.05,off,106,-0.018867924528301886,-0.05660377358490566,0.018867924528301886,0.0905,False
MuSiQue,rq1_mr3_g005_branchoff,dbec_selective,support_complete,1,3,0.05,off,106,-0.009433962264150943,-0.05660377358490566,0.03773584905660377,0.283,False
MuSiQue,rq1_mr3_g005_branchoff,rank_fill5,support_hit_count,1,3,0.05,off,106,0.009433962264150943,-0.05660377358490566,0.07547169811320754,0.554,False
MuSiQue,rq1_mr3_g005_branchoff,dbec_selective,support_hit_count,1,3,0.05,off,106,0.07547169811320754,-0.009433962264150943,0.16037735849056603,0.9517,False
MuSiQue,rq1_mr3_g005_branchstrict,rank_fill5,support_recall,1,3,0.05,strict,106,0.0047169811320754715,-0.014150943396226415,0.022798742138364782,0.6697,False
MuSiQue,rq1_mr3_g005_branchstrict,dbec_selective,support_recall,1,3,0.05,strict,106,0.02358490566037736,-0.000786163522012579,0.049528301886792456,0.9703,False
MuSiQue,rq1_mr3_g005_branchstrict,rank_fill5,support_complete,1,3,0.05,strict,106,-0.009433962264150943,-0.04716981132075472,0.018867924528301886,0.1886,False
MuSiQue,rq1_mr3_g005_branchstrict,dbec_selective,support_complete,1,3,0.05,strict,106,0.0,-0.05660377358490566,0.04716981132075472,0.4277,False
