split,score_name,threshold,dataset,n,em,f1,title_recall,null_rate,delta_f1_vs_daec,delta_em_vs_daec,delta_title_recall_vs_daec,delta_f1_vs_nobind,macro_f1,macro_delta_f1_vs_daec
dev,bind_conf_match_quality,0.51,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8481012658227848,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.52,2Wiki,204,0.6127450980392157,0.6937838235294118,0.9203431372549019,0.5441176470588235,-0.03601372549019599,-0.044117647058823484,-0.02573529411764708,0.09110637254901965,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.52,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8026905829596412,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.52,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8481012658227848,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.53,2Wiki,204,0.6127450980392157,0.6937838235294118,0.9203431372549019,0.5441176470588235,-0.03601372549019599,-0.044117647058823484,-0.02573529411764708,0.09110637254901965,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.53,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8026905829596412,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.53,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8481012658227848,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.54,2Wiki,204,0.6127450980392157,0.6937838235294118,0.9203431372549019,0.5441176470588235,-0.03601372549019599,-0.044117647058823484,-0.02573529411764708,0.09110637254901965,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.54,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8026905829596412,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.54,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8523206751054853,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.55,2Wiki,204,0.6127450980392157,0.6937838235294118,0.9203431372549019,0.5490196078431373,-0.03601372549019599,-0.044117647058823484,-0.02573529411764708,0.09110637254901965,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.55,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8026905829596412,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.55,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8523206751054853,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.56,2Wiki,204,0.6127450980392157,0.6937838235294118,0.9203431372549019,0.553921568627451,-0.03601372549019599,-0.044117647058823484,-0.02573529411764708,0.09110637254901965,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.56,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8116591928251121,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.56,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8523206751054853,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.57,2Wiki,204,0.6127450980392157,0.6937838235294118,0.9203431372549019,0.553921568627451,-0.03601372549019599,-0.044117647058823484,-0.02573529411764708,0.09110637254901965,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.57,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8116591928251121,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.57,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8565400843881856,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6268294895546155,-0.009316731981623472
dev,bind_conf_match_quality,0.58,2Wiki,204,0.6078431372549019,0.6913328431372548,0.9203431372549019,0.5588235294117647,-0.038464705882352956,-0.0490196078431373,-0.02573529411764708,0.08865539215686269,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.58,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.820627802690583,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.58,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8565400843881856,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.59,2Wiki,204,0.6078431372549019,0.6913328431372548,0.9203431372549019,0.5588235294117647,-0.038464705882352956,-0.0490196078431373,-0.02573529411764708,0.08865539215686269,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.59,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.820627802690583,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.59,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8565400843881856,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.6,2Wiki,204,0.6078431372549019,0.6913328431372548,0.9203431372549019,0.5588235294117647,-0.038464705882352956,-0.0490196078431373,-0.02573529411764708,0.08865539215686269,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.6,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.820627802690583,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.6,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8565400843881856,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.61,2Wiki,204,0.6078431372549019,0.6913328431372548,0.9178921568627451,0.5686274509803921,-0.038464705882352956,-0.0490196078431373,-0.028186274509803932,0.08865539215686269,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.61,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8251121076233184,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.61,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8565400843881856,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.62,2Wiki,204,0.6078431372549019,0.6913328431372548,0.9178921568627451,0.5686274509803921,-0.038464705882352956,-0.0490196078431373,-0.028186274509803932,0.08865539215686269,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.62,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8251121076233184,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.62,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8565400843881856,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6260124960905631,-0.010133725445675793
dev,bind_conf_match_quality,0.63,2Wiki,204,0.6029411764705882,0.6871936274509803,0.9166666666666666,0.5833333333333334,-0.04260392156862747,-0.05392156862745101,-0.02941176470588236,0.08451617647058818,0.6246327575284716,-0.011513464007767297
dev,bind_conf_match_quality,0.63,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8385650224215246,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6246327575284716,-0.011513464007767297
dev,bind_conf_match_quality,0.63,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.869198312236287,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6246327575284716,-0.011513464007767297
dev,bind_conf_match_quality,0.64,2Wiki,204,0.6029411764705882,0.6871936274509803,0.9166666666666666,0.5833333333333334,-0.04260392156862747,-0.05392156862745101,-0.02941176470588236,0.08451617647058818,0.6246327575284716,-0.011513464007767297
dev,bind_conf_match_quality,0.64,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8385650224215246,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6246327575284716,-0.011513464007767297
dev,bind_conf_match_quality,0.64,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.869198312236287,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6246327575284716,-0.011513464007767297
dev,bind_conf_match_quality,0.65,2Wiki,204,0.6029411764705882,0.6871936274509803,0.9166666666666666,0.5833333333333334,-0.04260392156862747,-0.05392156862745101,-0.02941176470588236,0.08451617647058818,0.6246327575284716,-0.011513464007767297
dev,bind_conf_match_quality,0.65,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8385650224215246,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6246327575284716,-0.011513464007767297
dev,bind_conf_match_quality,0.65,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.869198312236287,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6246327575284716,-0.011513464007767297
dev,bind_conf_match_quality,0.66,2Wiki,204,0.6029411764705882,0.6871936274509803,0.9166666666666666,0.5833333333333334,-0.04260392156862747,-0.05392156862745101,-0.02941176470588236,0.08451617647058818,0.6246327575284716,-0.011513464007767297
dev,bind_conf_match_quality,0.66,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8385650224215246,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6246327575284716,-0.011513464007767297
dev,bind_conf_match_quality,0.66,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.869198312236287,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6246327575284716,-0.011513464007767297
dev,bind_conf_match_quality,0.67,2Wiki,204,0.5931372549019608,0.6773897058823529,0.9142156862745098,0.6078431372549019,-0.052407843137254884,-0.06372549019607843,-0.031862745098039214,0.07471225490196076,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.67,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8475336322869955,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.67,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8776371308016878,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.68,2Wiki,204,0.5931372549019608,0.6773897058823529,0.9142156862745098,0.6078431372549019,-0.052407843137254884,-0.06372549019607843,-0.031862745098039214,0.07471225490196076,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.68,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8475336322869955,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.68,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8776371308016878,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.69,2Wiki,204,0.5931372549019608,0.6773897058823529,0.9142156862745098,0.6078431372549019,-0.052407843137254884,-0.06372549019607843,-0.031862745098039214,0.07471225490196076,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.69,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8475336322869955,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.69,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8776371308016878,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.7,2Wiki,204,0.5931372549019608,0.6773897058823529,0.9142156862745098,0.6078431372549019,-0.052407843137254884,-0.06372549019607843,-0.031862745098039214,0.07471225490196076,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.7,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8475336322869955,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.7,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8776371308016878,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.71,2Wiki,204,0.5931372549019608,0.6773897058823529,0.9142156862745098,0.6127450980392157,-0.052407843137254884,-0.06372549019607843,-0.031862745098039214,0.07471225490196076,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.71,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.8475336322869955,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.71,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8776371308016878,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.72,2Wiki,204,0.5931372549019608,0.6773897058823529,0.9142156862745098,0.6127450980392157,-0.052407843137254884,-0.06372549019607843,-0.031862745098039214,0.07471225490196076,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.72,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.852017937219731,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.72,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8776371308016878,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.73,2Wiki,204,0.5931372549019608,0.6773897058823529,0.9142156862745098,0.6127450980392157,-0.052407843137254884,-0.06372549019607843,-0.031862745098039214,0.07471225490196076,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.73,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.852017937219731,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.73,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8776371308016878,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.74,2Wiki,204,0.5931372549019608,0.6773897058823529,0.9142156862745098,0.6127450980392157,-0.052407843137254884,-0.06372549019607843,-0.031862745098039214,0.07471225490196076,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.74,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.852017937219731,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.74,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8776371308016878,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.75,2Wiki,204,0.5931372549019608,0.6773897058823529,0.9142156862745098,0.6127450980392157,-0.052407843137254884,-0.06372549019607843,-0.031862745098039214,0.07471225490196076,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.75,HotpotQA,223,0.6233183856502242,0.7396143497757848,0.968609865470852,0.852017937219731,-0.0027959641255604906,0.013452914798206317,-0.004484304932735439,0.01152466367713012,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.75,MuSiQue,237,0.32489451476793246,0.4470902953586498,0.7735583684950773,0.8776371308016878,0.010859493670886067,0.008438818565400796,-0.0010548523206751481,0.014531645569620277,0.6213647836722624,-0.014781437863976435
dev,bind_conf_match_quality,0.76,2Wiki,204,0.5833333333333334,0.6675857843137255,0.9080882352941176,0.6421568627450981,-0.0622117647058823,-0.07352941176470584,-0.03799019607843135,0.06490833333333335,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.76,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.8699551569506726,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.76,MuSiQue,237,0.3291139240506329,0.4473717299578059,0.7749648382559775,0.9029535864978903,0.01114092827004215,0.012658227848101222,0.00035161744022504937,0.01481308016877636,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.77,2Wiki,204,0.5833333333333334,0.6675857843137255,0.9080882352941176,0.6421568627450981,-0.0622117647058823,-0.07352941176470584,-0.03799019607843135,0.06490833333333335,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.77,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.8699551569506726,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.77,MuSiQue,237,0.3291139240506329,0.4473717299578059,0.7749648382559775,0.9029535864978903,0.01114092827004215,0.012658227848101222,0.00035161744022504937,0.01481308016877636,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.78,2Wiki,204,0.5833333333333334,0.6675857843137255,0.9080882352941176,0.6421568627450981,-0.0622117647058823,-0.07352941176470584,-0.03799019607843135,0.06490833333333335,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.78,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.8699551569506726,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.78,MuSiQue,237,0.3291139240506329,0.4473717299578059,0.7749648382559775,0.9029535864978903,0.01114092827004215,0.012658227848101222,0.00035161744022504937,0.01481308016877636,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.79,2Wiki,204,0.5833333333333334,0.6675857843137255,0.9080882352941176,0.6421568627450981,-0.0622117647058823,-0.07352941176470584,-0.03799019607843135,0.06490833333333335,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.79,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.8699551569506726,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.79,MuSiQue,237,0.3291139240506329,0.4473717299578059,0.7749648382559775,0.9029535864978903,0.01114092827004215,0.012658227848101222,0.00035161744022504937,0.01481308016877636,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.8,2Wiki,204,0.5833333333333334,0.6675857843137255,0.9080882352941176,0.6421568627450981,-0.0622117647058823,-0.07352941176470584,-0.03799019607843135,0.06490833333333335,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.8,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.8699551569506726,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.8,MuSiQue,237,0.3291139240506329,0.4473717299578059,0.7749648382559775,0.9029535864978903,0.01114092827004215,0.012658227848101222,0.00035161744022504937,0.01481308016877636,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.81,2Wiki,204,0.5833333333333334,0.6675857843137255,0.9080882352941176,0.6421568627450981,-0.0622117647058823,-0.07352941176470584,-0.03799019607843135,0.06490833333333335,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.81,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.8699551569506726,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.81,MuSiQue,237,0.3291139240506329,0.4473717299578059,0.7749648382559775,0.9029535864978903,0.01114092827004215,0.012658227848101222,0.00035161744022504937,0.01481308016877636,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.82,2Wiki,204,0.5833333333333334,0.6675857843137255,0.9080882352941176,0.6421568627450981,-0.0622117647058823,-0.07352941176470584,-0.03799019607843135,0.06490833333333335,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.82,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.8699551569506726,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.82,MuSiQue,237,0.3291139240506329,0.4473717299578059,0.7749648382559775,0.9029535864978903,0.01114092827004215,0.012658227848101222,0.00035161744022504937,0.01481308016877636,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.83,2Wiki,204,0.5833333333333334,0.6675857843137255,0.9080882352941176,0.6421568627450981,-0.0622117647058823,-0.07352941176470584,-0.03799019607843135,0.06490833333333335,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.83,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.8699551569506726,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.83,MuSiQue,237,0.3291139240506329,0.4473717299578059,0.7749648382559775,0.9029535864978903,0.01114092827004215,0.012658227848101222,0.00035161744022504937,0.01481308016877636,0.6166958530381936,-0.01945036849804536
dev,bind_conf_match_quality,0.84,2Wiki,204,0.5686274509803921,0.6553308823529411,0.8995098039215687,0.6862745098039216,-0.07446666666666668,-0.08823529411764708,-0.04656862745098034,0.052653431372548964,0.6126108857179321,-0.02353533581830682
dev,bind_conf_match_quality,0.84,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.874439461883408,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.6126108857179321,-0.02353533581830682
dev,bind_conf_match_quality,0.84,MuSiQue,237,0.3291139240506329,0.4473717299578059,0.7749648382559775,0.9071729957805907,0.01114092827004215,0.012658227848101222,0.00035161744022504937,0.01481308016877636,0.6126108857179321,-0.02353533581830682
dev,bind_conf_match_quality,0.85,2Wiki,204,0.5686274509803921,0.6553308823529411,0.8995098039215687,0.6862745098039216,-0.07446666666666668,-0.08823529411764708,-0.04656862745098034,0.052653431372548964,0.6126108857179321,-0.02353533581830682
dev,bind_conf_match_quality,0.85,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.874439461883408,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.6126108857179321,-0.02353533581830682
dev,bind_conf_match_quality,0.85,MuSiQue,237,0.3291139240506329,0.4473717299578059,0.7749648382559775,0.9071729957805907,0.01114092827004215,0.012658227848101222,0.00035161744022504937,0.01481308016877636,0.6126108857179321,-0.02353533581830682
dev,bind_conf_match_quality,0.86,2Wiki,204,0.5686274509803921,0.6553308823529411,0.8995098039215687,0.6862745098039216,-0.07446666666666668,-0.08823529411764708,-0.04656862745098034,0.052653431372548964,0.6126108857179321,-0.02353533581830682
dev,bind_conf_match_quality,0.86,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.874439461883408,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.6126108857179321,-0.02353533581830682
dev,bind_conf_match_quality,0.86,MuSiQue,237,0.3291139240506329,0.4473717299578059,0.7749648382559775,0.9071729957805907,0.01114092827004215,0.012658227848101222,0.00035161744022504937,0.01481308016877636,0.6126108857179321,-0.02353533581830682
dev,bind_conf_match_quality,0.87,2Wiki,204,0.5686274509803921,0.6553308823529411,0.8995098039215687,0.6862745098039216,-0.07446666666666668,-0.08823529411764708,-0.04656862745098034,0.052653431372548964,0.6126108857179321,-0.02353533581830682
dev,bind_conf_match_quality,0.87,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.874439461883408,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.6126108857179321,-0.02353533581830682
dev,bind_conf_match_quality,0.87,MuSiQue,237,0.3291139240506329,0.4473717299578059,0.7749648382559775,0.9071729957805907,0.01114092827004215,0.012658227848101222,0.00035161744022504937,0.01481308016877636,0.6126108857179321,-0.02353533581830682
dev,bind_conf_match_quality,0.88,2Wiki,204,0.5686274509803921,0.6553308823529411,0.8995098039215687,0.6862745098039216,-0.07446666666666668,-0.08823529411764708,-0.04656862745098034,0.052653431372548964,0.611204415957032,-0.02494180557920696
dev,bind_conf_match_quality,0.88,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.874439461883408,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.611204415957032,-0.02494180557920696
dev,bind_conf_match_quality,0.88,MuSiQue,237,0.32489451476793246,0.44315232067510546,0.7735583684950773,0.9113924050632911,0.006921518987341724,0.008438818565400796,-0.0010548523206751481,0.010593670886075934,0.611204415957032,-0.02494180557920696
dev,bind_conf_match_quality,0.89,2Wiki,204,0.5686274509803921,0.6553308823529411,0.8995098039215687,0.6862745098039216,-0.07446666666666668,-0.08823529411764708,-0.04656862745098034,0.052653431372548964,0.611204415957032,-0.02494180557920696
dev,bind_conf_match_quality,0.89,HotpotQA,223,0.6188340807174888,0.7351300448430493,0.9663677130044843,0.874439461883408,-0.0072802690582959295,0.008968609865470878,-0.006726457399103158,0.007040358744394681,0.611204415957032,-0.02494180557920696
dev,bind_conf_match_quality,0.89,MuSiQue,237,0.32489451476793246,0.44315232067510546,0.7735583684950773,0.9113924050632911,0.006921518987341724,0.008438818565400796,-0.0010548523206751481,0.010593670886075934,0.611204415957032,-0.02494180557920696
dev,bind_conf_match_quality,0.9,2Wiki,204,0.5686274509803921,0.6553308823529411,0.8995098039215687,0.6862745098039216,-0.07446666666666668,-0.08823529411764708,-0.04656862745098034,0.052653431372548964,0.611204415957032,-0.02494180557920696
